N,DEPARTAMENTO,MUNICIPIO,ZZ,PP,PUESTO,MESA,COD CAN,CANDIDATO,POTENCIAL,% Partic. Mesa PRE,Votos Mesa PRE,Votos Mesa ESC,Votos Cand. PRE,Votos Cand. ESC,Dif. Cand. Neta,% Cand. Mesa PRE,% Cand. Mesa ESC,% Cand. Mun PRE,% Cand. Mun ESC,Dif. % Mesa-Mun PRE,Dif. % Mesa-Mun ESC,Var. Súbita PRE,Var. Súbita ESC,Concent. Cand. PRE,Concent. Cand. ESC,Diferencias Mesa (-),Diferencias Mesa (+),Dif. Mesa Neta,En términos,Estado del sobre,Excluida,Firmas Jurados,Recontada Comisión,Recontada Jurados,Sufragantes E11 según E14,Sufragantes según E11,Tacahaduras y/o Enmendaduras,Total Votos E14,Votos Urna,Votos Incinerados
1221,01 ANTIOQUIA,001-MEDELLIN,30.0,07,COLEGIO SAN JUAN BOSCO,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,319.0,216.0,216.0,0.0,67.71,67.71,54.5,54.73,13.22,12.98,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,319.0,319.0,NO,319.0,319.0,0.0
1222,01 ANTIOQUIA,121-ENVIGADO,4.0,01,CENTRO GERONTOLOGICO ATARDESER,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.44,304.0,304.0,216.0,216.0,0.0,71.05,71.05,64.97,64.97,6.08,6.08,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,304.0,304.0,0.0
1223,01 ANTIOQUIA,151-ITAGUI,90.0,02,UNIVERSIDAD IDEAS,2.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,40.63,325.0,325.0,216.0,216.0,0.0,66.46,66.46,55.41,55.53,11.05,10.93,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,325.0,325.0,NO,325.0,325.0,0.0
1224,01 ANTIOQUIA,151-ITAGUI,90.0,02,UNIVERSIDAD IDEAS,9.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,41.38,331.0,331.0,216.0,216.0,0.0,65.26,65.26,55.41,55.53,9.84,9.73,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,331.0,331.0,NO,331.0,331.0,0.0
1225,01 ANTIOQUIA,214-RIONEGRO,3.0,01,IE SAN ANTONIO,22.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,216.0,216.0,0.0,71.52,71.52,58.31,57.94,13.21,13.58,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
1226,01 ANTIOQUIA,218-SABANETA,1.0,01,I.E. RAFAEL J. MEJIA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,305.0,216.0,216.0,0.0,70.82,70.82,61.62,61.6,9.2,9.22,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,305.0,305.0,0.0
1227,03 ATLANTICO,001-BARRANQUILLA,35.0,05,CENTRO COMERCIAL JARDIN DEL RIO,9.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.0,324.0,324.0,216.0,216.0,0.0,66.67,66.67,45.27,46.24,21.4,20.43,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,324.0,324.0,NO,324.0,324.0,0.0
1228,15 CUNDINAMARCA,055-CHIA,2.0,12,CENTRO CULTURAL Y ARTISTICO JUMBO,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,95.56,344.0,344.0,216.0,216.0,0.0,62.79,62.79,50.22,50.59,12.57,12.2,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,344.0,344.0,NO,344.0,344.0,0.0
1229,15 CUNDINAMARCA,094-FUSAGASUGA,2.0,12,CENTRO DE INTEGRACION CIUDADANA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.56,326.0,326.0,216.0,216.0,0.0,66.26,66.26,49.8,49.85,16.46,16.4,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,326.0,326.0,NO,326.0,326.0,0.0
1230,15 CUNDINAMARCA,190-PACHO,1.0,03,IED ANA FRANCISCA LARA SD ANTONIO NARIÑO,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.39,329.0,329.0,216.0,216.0,0.0,65.65,65.65,61.44,61.42,4.21,4.23,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,329.0,329.0,NO,329.0,329.0,0.0
1231,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,35,CARULLA 140,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,,216.0,,,69.9,,37.37,37.64,,,4. Muy Alta,4. Muy Alta,2. Alta,0. Baja,-309.0,0.0,-309.0,,,,,,,,,,,,
1232,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,41,COLEGIO CARDENAL SANCHA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,216.0,216.0,0.0,70.59,70.59,37.37,37.64,33.22,32.95,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
1233,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,60,COLEGIO ANGLO COLOMBIANO,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.61,337.0,337.0,216.0,216.0,0.0,64.1,64.1,37.37,37.64,26.72,26.46,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,337.0,337.0,NO,337.0,337.0,0.0
1234,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,60,COLEGIO ANGLO COLOMBIANO,11.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,92.5,333.0,333.0,216.0,216.0,0.0,64.86,64.86,37.37,37.64,27.49,27.23,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,333.0,333.0,NO,333.0,333.0,0.0
1235,16 BOGOTA D.C.,001-BOGOTA. D.C.,9.0,44,COLEGIO SAN GABRIEL MODELIA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.94,331.0,331.0,216.0,216.0,0.0,65.26,65.26,37.37,37.64,27.88,27.62,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,331.0,331.0,NO,331.0,331.0,0.0
1236,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,24,FUNDACION UNIVERSITARIA LUIS AMIGO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,216.0,216.0,0.0,71.29,71.29,37.37,37.64,33.91,33.65,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,303.0,303.0,1.0
1237,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,57,CENTRO COMERCIAL PASEO SAN RAFAEL,26.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,216.0,216.0,0.0,69.68,69.68,37.37,37.64,32.3,32.04,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,310.0,310.0,NO,310.0,310.0,0.0
1238,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,78,CC PARQUE LA COLINA,8.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.28,325.0,325.0,216.0,216.0,0.0,66.46,66.46,37.37,37.64,29.09,28.82,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,325.0,325.0,NO,325.0,325.0,0.0
1239,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,79,CANCHAS MULTIPLES CAMINOS DE SAN LORENZO,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.06,335.0,335.0,216.0,216.0,0.0,64.48,64.48,37.37,37.64,27.11,26.84,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,335.0,335.0,NO,335.0,335.0,0.0
1240,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,83,COLEGIO SANTIAGO ALBERIONI,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.06,335.0,335.0,216.0,216.0,0.0,64.48,64.48,37.37,37.64,27.11,26.84,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,335.0,335.0,NO,335.0,335.0,0.0
1241,16 BOGOTA D.C.,001-BOGOTA. D.C.,16.0,60,SALON COMUNAL MILENTA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.61,337.0,337.0,216.0,216.0,0.0,64.1,64.1,37.37,37.64,26.72,26.46,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,338.0,338.0,NO,337.0,337.0,1.0
1242,24 RISARALDA,001-PEREIRA,11.0,07,ESTADIO HERNAN RAMIREZ VILLEGAS,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,92.22,332.0,332.0,216.0,216.0,0.0,65.06,65.06,44.89,44.94,20.17,20.12,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,332.0,332.0,NO,332.0,332.0,0.0
1243,27 SANTANDER,001-BUCARAMANGA,7.0,05,GIMNASIO SUPERIOR EMPRESARIAL,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.17,321.0,321.0,216.0,216.0,0.0,67.29,67.29,57.73,57.75,9.56,9.54,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,321.0,322.0,NO,321.0,321.0,0.0
1244,27 SANTANDER,082-FLORIDABLANCA,2.0,06,COLEGIO CAMPESTRE GOYAVIER,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.67,312.0,312.0,216.0,216.0,0.0,69.23,69.23,57.14,57.17,12.09,12.06,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,MAL,NO,6.0,NO,NO,312.0,312.0,NO,312.0,312.0,0.0
1245,27 SANTANDER,181-SAN GIL,1.0,05,COLEGIO EL ROSARIO,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,216.0,216.0,0.0,70.36,70.36,58.23,58.44,12.13,11.92,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,307.0,307.0,NO,307.0,307.0,0.0
1246,31 VALLE,001-CALI,25.0,03,COLEGIO REYES CATOLICOS,13.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.17,321.0,321.0,216.0,216.0,0.0,67.29,67.29,34.96,35.08,32.33,32.21,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,321.0,321.0,NO,321.0,321.0,0.0
1247,88 CONSULADOS,355-ESPAÑA,50.0,04,MÁLAGA,5.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,57.43,402.0,,216.0,,,53.73,,40.63,,,,2. Media,0. Mínima,2. Alta,0. Baja,-402.0,0.0,-402.0,,,,,,,,,,,,
1248,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,13.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,51.86,363.0,,216.0,,,59.5,,72.1,,,,2. Media,0. Mínima,2. Alta,0. Baja,-363.0,0.0,-363.0,,,,,,,,,,,,
1249,01 ANTIOQUIA,001-MEDELLIN,14.0,05,INSTITUTO FERRINI - SEDE ROBLEDO,10.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,215.0,215.0,0.0,70.26,70.26,54.5,54.73,15.77,15.53,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
1250,01 ANTIOQUIA,001-MEDELLIN,21.0,06,SEC. ESC. CARLOS OBANDO VELASCO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,215.0,215.0,0.0,69.35,69.35,54.5,54.73,14.86,14.63,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,310.0,310.0,NO,310.0,310.0,0.0
1251,01 ANTIOQUIA,001-MEDELLIN,22.0,04,COL. SAN IGNACIO DE LOYOLA - SD INFANTIL,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.44,322.0,322.0,215.0,215.0,0.0,66.77,66.77,54.5,54.73,12.27,12.04,2. Media,2. Media,2. Alta,2. Alta,-1.0,1.0,0.0,SI,BUENO,NO,6.0,NO,NO,322.0,322.0,NO,322.0,322.0,0.0
1252,01 ANTIOQUIA,001-MEDELLIN,23.0,05,IE LOLA GONZALEZ,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.89,320.0,320.0,215.0,215.0,0.0,67.19,67.19,54.5,54.73,12.69,12.46,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,320.0,320.0,NO,320.0,320.0,0.0
1253,01 ANTIOQUIA,001-MEDELLIN,24.0,05,I.E AMERICA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.67,312.0,312.0,215.0,215.0,0.0,68.91,68.91,54.5,54.73,14.41,14.18,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,360.0,360.0,NO,312.0,313.0,0.0
1254,01 ANTIOQUIA,001-MEDELLIN,24.0,07,LICEO SALAZAR Y HERRERA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,309.0,215.0,215.0,0.0,69.58,69.58,54.5,54.73,15.08,14.85,3. Alta,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,309.0,309.0,NO,309.0,309.0,0.0
1255,01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,39.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,319.0,215.0,215.0,0.0,67.4,67.4,54.5,54.73,12.9,12.67,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,319.0,319.0,NO,319.0,319.0,0.0
1256,01 ANTIOQUIA,049-BELLO,2.0,04,COLEGIO BETHLEMITAS,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.61,337.0,337.0,215.0,215.0,0.0,63.8,63.8,51.11,51.17,12.68,12.63,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,337.0,337.0,NO,337.0,337.0,0.0
1257,01 ANTIOQUIA,049-BELLO,2.0,04,COLEGIO BETHLEMITAS,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.67,330.0,330.0,215.0,215.0,0.0,65.15,65.15,51.11,51.17,14.04,13.98,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,330.0,330.0,NO,330.0,330.0,0.0
1258,01 ANTIOQUIA,121-ENVIGADO,4.0,03,ESCUELA PIO XII,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,100.0,360.0,290.0,215.0,215.0,0.0,59.72,74.14,64.97,64.97,-5.25,9.17,1. Baja,1. Baja,2. Alta,2. Alta,-70.0,0.0,-70.0,SI,BUENO,NO,6.0,SI,NO,290.0,290.0,NO,290.0,290.0,0.0
1259,01 ANTIOQUIA,121-ENVIGADO,9.0,02,URB. MULTIFAMILIAR SEÑORIAL,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,215.0,215.0,0.0,69.81,69.81,64.97,64.97,4.83,4.84,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,1.0
1260,01 ANTIOQUIA,214-RIONEGRO,3.0,02,IT SANTIAGO DE ARMA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.22,314.0,314.0,215.0,215.0,0.0,68.47,68.47,58.31,57.94,10.16,10.53,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,314.0,314.0,NO,314.0,314.0,0.0
1261,01 ANTIOQUIA,218-SABANETA,1.0,01,I.E. RAFAEL J. MEJIA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,215.0,215.0,0.0,71.19,71.19,61.62,61.6,9.57,9.59,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
1262,01 ANTIOQUIA,218-SABANETA,2.0,03,BIBLIOTECA MUNICIPAL,9.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,215.0,215.0,0.0,70.96,70.96,61.62,61.6,9.34,9.35,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
1263,07 BOYACA,277-SOGAMOSO,90.0,01,COLEGIO CELCO,3.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,62.88,503.0,503.0,215.0,215.0,0.0,42.74,42.74,41.64,41.66,1.11,1.08,0. Mínima,0. Mínima,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,503.0,503.0,NO,503.0,503.0,0.0
1264,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,13,PLAZA MEXICO,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,215.0,215.0,0.0,71.43,71.43,37.37,37.64,34.06,33.79,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
1265,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,35,CARULLA 140,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,,215.0,,,71.19,,37.37,37.64,,,4. Muy Alta,4. Muy Alta,2. Alta,0. Baja,-302.0,0.0,-302.0,,,,,,,,,,,,
1266,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,41,COLEGIO CARDENAL SANCHA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,215.0,215.0,0.0,71.67,71.67,37.37,37.64,34.29,34.03,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
1267,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,41,COLEGIO CARDENAL SANCHA,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,215.0,215.0,0.0,69.81,69.81,37.37,37.64,32.43,32.17,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
1268,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,57,ESCUELA COLOMBIANA DE REHABILITACION,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.56,326.0,326.0,215.0,215.0,0.0,65.95,65.95,37.37,37.64,28.58,28.31,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,326.0,326.0,NO,326.0,326.0,0.0
1269,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,17,LA ALHAMBRA CARULLA,13.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,215.0,215.0,0.0,71.19,71.19,37.37,37.64,33.82,33.55,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
1270,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,18,PUENTE LARGO-EMMANUEL D.ALZON,17.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,309.0,215.0,215.0,0.0,69.58,69.58,37.37,37.64,32.21,31.94,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,SI,309.0,309.0,NO,309.0,309.0,0.0
1271,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,27,COLEGIO HIJAS DE CRISTO REY,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,215.0,215.0,0.0,69.81,69.81,37.37,37.64,32.43,32.17,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
1272,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,57,CENTRO COMERCIAL PASEO SAN RAFAEL,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.5,315.0,315.0,215.0,215.0,0.0,68.25,68.25,37.37,37.64,30.88,30.61,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,315.0,315.0,NO,315.0,315.0,0.0
1273,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,57,CENTRO COMERCIAL PASEO SAN RAFAEL,21.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.0,324.0,324.0,215.0,215.0,0.0,66.36,66.36,37.37,37.64,28.99,28.72,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,324.0,324.0,NO,324.0,324.0,0.0
1274,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,57,CENTRO COMERCIAL PASEO SAN RAFAEL,25.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.89,320.0,320.0,215.0,215.0,0.0,67.19,67.19,37.37,37.64,29.82,29.55,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,320.0,320.0,NO,320.0,320.0,0.0
1275,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,58,ALMACEN ÉXITO LA COLINA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.72,323.0,323.0,215.0,215.0,0.0,66.56,66.56,37.37,37.64,29.19,28.92,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,323.0,323.0,NO,323.0,323.0,0.0
1276,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,58,ALMACEN ÉXITO LA COLINA,11.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.94,331.0,331.0,215.0,215.0,0.0,64.95,64.95,37.37,37.64,27.58,27.32,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,332.0,332.0,NO,331.0,331.0,0.0
1277,19 HUILA,061-PITALITO,90.0,01,COLISEO CUBIERTO,4.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,42.13,337.0,337.0,215.0,215.0,0.0,63.8,63.8,52.71,52.7,11.09,11.1,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,337.0,337.0,NO,337.0,337.0,0.0
1278,26 QUINDIO,001-ARMENIA,99.0,58,MURILLO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,215.0,215.0,0.0,71.43,71.43,49.06,49.08,22.37,22.35,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
1279,27 SANTANDER,001-BUCARAMANGA,8.0,02,IE NUESTRA SEÑORA DEL PILAR SEDE A,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,215.0,215.0,0.0,70.26,70.26,57.73,57.75,12.53,12.52,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
1280,27 SANTANDER,001-BUCARAMANGA,11.0,01,IE PROVENZA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,215.0,215.0,0.0,69.35,69.35,57.73,57.75,11.62,11.61,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,310.0,310.0,NO,310.0,310.0,0.0
1281,27 SANTANDER,082-FLORIDABLANCA,1.0,06,COL NTRA SRA DEL ROSARIO SEDE PRIMARIA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.06,317.0,317.0,215.0,215.0,0.0,67.82,67.82,57.14,57.17,10.68,10.65,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,317.0,318.0,NO,317.0,317.0,0.0
1282,27 SANTANDER,082-FLORIDABLANCA,2.0,01,COLEGIO REINA DE LA PAZ,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,215.0,215.0,0.0,70.26,70.26,57.14,57.17,13.12,13.09,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
1283,27 SANTANDER,082-FLORIDABLANCA,2.0,05,UNAB CAMPUS EL BOSQUE,13.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.94,313.0,313.0,215.0,215.0,0.0,68.69,68.69,57.14,57.17,11.55,11.52,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,313.0,313.0,NO,313.0,313.0,0.0
1284,88 CONSULADOS,250-CANADA,10.0,86,SABADO TORONTO CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.16,316.0,,215.0,,,68.04,,50.21,,,,3. Alta,0. Mínima,2. Alta,0. Baja,-316.0,0.0,-316.0,,,,,,,,,,,,
1285,88 CONSULADOS,355-ESPAÑA,3.0,06,TARRAGONA,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,65.86,461.0,,215.0,,,46.64,,40.63,,,,1. Baja,0. Mínima,1. Normal,0. Baja,-461.0,0.0,-461.0,,,,,,,,,,,,
